,Donor_Id,P_year,Frequency
0,b'0222806',71,10.0
0,b'0222809',24,4.0
0,b'0222810',70,10.0
0,b'0222819',40,10.0
0,b'0222825',72,10.0
0,b'0222850',57,10.0
0,b'0222855',68,10.0
0,b'0222889',19,3.0
0,b'0222898',6,1.0
0,b'0222902',71,10.0
0,b'0222921',24,12.0
0,b'0222956',10,10.0
0,b'0222975',70,10.0
0,b'0222976',63,10.0
0,b'0222994',74,11.0
0,b'0223001',24,4.0
0,b'0223014',16,8.0
0,b'0223021',71,10.0
0,b'0223024',7,1.0
0,b'0223025',12,4.0
0,b'0223033',7,7.0
0,b'0223034',71,10.0
0,b'0223060',1,1.0
0,b'0223066',24,6.0
0,b'0223082',24,4.0
0,b'0223087',70,10.0
0,b'0223090',70,10.0
0,b'0223094',65,11.0
0,b'0223121',75,11.0
0,b'0223128',18,9.0
0,b'0223155',58,10.0
0,b'0223160',74,11.0
0,b'0223162',23,8.0
0,b'0223163',14,2.0
0,b'0223174',24,12.0
0,b'0223181',69,10.0
0,b'0223191',36,5.0
0,b'0223193',60,10.0
0,b'0223205',20,10.0
0,b'0223230',71,10.0
0,b'0223234',70,10.0
0,b'0223235',69,10.0
0,b'0223239',70,10.0
0,b'0223241',70,10.0
0,b'0223246',71,10.0
0,b'0223248',74,12.0
0,b'0223254',71,10.0
0,b'0223268',6,1.0
0,b'0223279',1,1.0
0,b'0223284',71,10.0
0,b'0223288',71,10.0
0,b'0223305',66,9.0
0,b'0223311',66,9.0
0,b'0223322',69,10.0
0,b'0223327',37,12.0
0,b'0223329',71,10.0
0,b'0223330',70,10.0
0,b'0223347',70,10.0
0,b'0223356',16,8.0
0,b'0223367',16,8.0
0,b'0223368',59,10.0
0,b'0223384',68,10.0
0,b'0223387',59,10.0
0,b'0223397',64,11.0
0,b'0223411',1,1.0
0,b'0223412',66,9.0
0,b'0223449',37,9.0
0,b'0223452',12,6.0
0,b'0223480',60,10.0
0,b'0223482',3,3.0
0,b'0223492',16,4.0
0,b'0223498',13,3.0
0,b'0223502',68,10.0
0,b'0223503',71,10.0
0,b'0223508',35,6.0
0,b'0223510',20,4.0
0,b'0223525',72,10.0
0,b'0223532',67,11.0
0,b'0223548',67,11.0
0,b'0223559',56,9.0
0,b'0223562',67,11.0
0,b'0223566',69,10.0
0,b'0223576',69,10.0
0,b'0223581',3,3.0
0,b'0223610',65,13.0
0,b'0223629',70,10.0
0,b'0223631',67,10.0
0,b'0223655',16,8.0
0,b'0223658',23,4.0
0,b'0223679',71,14.0
0,b'0223681',67,10.0
0,b'0223682',68,10.0
0,b'0223692',40,10.0
0,b'0223699',66,9.0
0,b'0223733',55,8.0
0,b'0223748',8,8.0
0,b'0223775',62,16.0
0,b'0223776',69,10.0
0,b'0223797',70,10.0
0,b'0223798',25,4.0
0,b'0223805',43,11.0
0,b'0223806',2,2.0
0,b'0223811',68,10.0
0,b'0223813',5,5.0
0,b'0223818',68,10.0
0,b'0223842',67,10.0
0,b'0223859',67,10.0
0,b'0223870',23,4.0
0,b'0223880',26,9.0
0,b'0223884',9,2.0
0,b'0223910',68,10.0
0,b'0223920',32,11.0
0,b'0223926',77,11.0
0,b'0223936',67,10.0
0,b'0223952',69,10.0
0,b'0223990',67,10.0
0,b'0223995',79,20.0
0,b'0224002',67,10.0
0,b'0224005',13,6.0
0,b'0224009',5,5.0
0,b'0224019',7,7.0
0,b'0224043',34,6.0
0,b'0224052',64,9.0
0,b'0224055',64,11.0
0,b'0224060',66,9.0
0,b'0224080',123,20.0
0,b'0224084',11,6.0
0,b'0224088',67,10.0
0,b'0224121',37,6.0
0,b'0224126',4,2.0
0,b'0224127',5,5.0
0,b'0224141',66,11.0
0,b'0224142',75,11.0
0,b'0224156',60,10.0
0,b'0224165',65,9.0
0,b'0224166',68,10.0
0,b'0224171',59,10.0
0,b'0224185',136,19.0
0,b'0224196',7,4.0
0,b'0224202',4,4.0
0,b'0224203',65,9.0
0,b'0224212',66,9.0
0,b'0224213',66,9.0
0,b'0224222',66,9.0
0,b'0224237',6,1.0
0,b'0224239',66,9.0
0,b'0224250',175,35.0
0,b'0224252',65,9.0
0,b'0224261',25,5.0
0,b'0224284',63,10.0
0,b'0224286',66,11.0
0,b'0224297',11,6.0
0,b'0224304',66,9.0
0,b'0224332',69,10.0
0,b'0224358',64,9.0
0,b'0224359',67,10.0
0,b'0224363',68,10.0
0,b'0224366',18,3.0
0,b'0224371',32,8.0
0,b'0224374',35,6.0
0,b'0224380',24,4.0
0,b'0224386',64,9.0
0,b'0224388',64,9.0
0,b'0224391',41,10.0
0,b'0224413',66,9.0
0,b'0224420',2,2.0
0,b'0224422',58,12.0
0,b'0224424',64,9.0
0,b'0224425',92,15.0
0,b'0224460',14,5.0
0,b'0224468',66,9.0
0,b'0224485',15,8.0
0,b'0224486',61,10.0
0,b'0224487',42,10.0
0,b'0224492',41,7.0
0,b'0224495',64,9.0
0,b'0224502',65,9.0
0,b'0224517',63,9.0
0,b'0224524',66,9.0
0,b'0224549',40,10.0
0,b'0224553',65,9.0
0,b'0224565',5,5.0
0,b'0224573',55,9.0
0,b'0224575',13,2.0
0,b'0224576',10,2.0
0,b'0224589',60,10.0
0,b'0224598',65,9.0
0,b'0224620',65,9.0
0,b'0224621',68,10.0
0,b'0224624',65,9.0
0,b'0224647',25,4.0
0,b'0224650',28,5.0
0,b'0224704',24,3.0
0,b'0224706',25,4.0
0,b'0224711',14,2.0
0,b'0224712',12,2.0
0,b'0224716',68,10.0
0,b'0224733',59,8.0
0,b'0224734',65,9.0
0,b'0224738',67,10.0
0,b'0224758',65,9.0
0,b'0224765',66,9.0
0,b'0224768',30,8.0
0,b'0224771',65,9.0
0,b'0224773',66,9.0
0,b'0224792',42,7.0
0,b'0224804',62,9.0
0,b'0224840',65,9.0
0,b'0224851',14,2.0
0,b'0224854',64,9.0
0,b'0224855',53,9.0
0,b'0224856',36,6.0
0,b'0224867',22,4.0
0,b'0224870',11,6.0
0,b'0224900',28,7.0
0,b'0224908',2,2.0
0,b'0224913',64,9.0
0,b'0224918',63,9.0
0,b'0224926',20,7.0
0,b'0224942',13,13.0
0,b'0224946',3,2.0
0,b'0224948',96,19.0
0,b'0224979',98,14.0
0,b'0224980',34,6.0
0,b'0224985',27,9.0
0,b'0224988',172,25.0
0,b'0224998',129,18.0
0,b'0224999',65,13.0
0,b'0225000',25,4.0
0,b'0225001',51,10.0
0,b'0225007',63,9.0
0,b'0225015',18,6.0
0,b'0225029',62,9.0
0,b'0225056',11,2.0
0,b'0225058',63,9.0
0,b'0225061',64,9.0
0,b'0225066',62,9.0
0,b'0225076',30,5.0
0,b'0225080',30,4.0
0,b'0225106',70,12.0
0,b'0225115',38,10.0
0,b'0225116',51,8.0
0,b'0225122',64,11.0
0,b'0225130',99,16.0
0,b'0225132',63,10.0
0,b'0225138',12,2.0
0,b'0225141',32,8.0
0,b'0225149',12,6.0
0,b'0225152',6,3.0
0,b'0225160',63,9.0
0,b'0225166',22,3.0
0,b'0225171',29,10.0
0,b'0225172',62,9.0
0,b'0225182',58,8.0
0,b'0225190',63,9.0
0,b'0225194',34,8.0
0,b'0225210',20,4.0
0,b'0225217',9,4.0
0,b'0225274',14,7.0
0,b'0225284',61,10.0
0,b'0225299',21,4.0
0,b'0225320',17,3.0
0,b'0225323',62,9.0
0,b'0225329',63,9.0
0,b'0225335',48,10.0
0,b'0225351',62,9.0
0,b'0225366',61,10.0
0,b'0225367',28,5.0
0,b'0225378',23,5.0
0,b'0225379',40,10.0
0,b'0225381',4,4.0
0,b'0225385',22,4.0
0,b'0225397',32,5.0
0,b'0225402',63,9.0
0,b'0225408',61,9.0
0,b'0225420',44,15.0
0,b'0225421',61,10.0
0,b'0225422',16,5.0
0,b'0225428',62,9.0
0,b'0225436',6,3.0
0,b'0225445',63,9.0
0,b'0225452',13,6.0
0,b'0225462',40,8.0
0,b'0225466',15,8.0
0,b'0225477',59,10.0
0,b'0225481',61,10.0
0,b'0225511',72,10.0
0,b'0225514',61,10.0
0,b'0225517',22,4.0
0,b'0225523',24,8.0
0,b'0225540',11,2.0
0,b'0225544',62,10.0
0,b'0225548',10,2.0
0,b'0225549',60,10.0
0,b'0225556',44,7.0
0,b'0225557',61,10.0
0,b'0225558',62,9.0
0,b'0225561',61,12.0
0,b'0225564',4,4.0
0,b'0225570',62,9.0
0,b'0225573',63,9.0
0,b'0225589',7,1.0
0,b'0225596',5,1.0
0,b'0225609',61,10.0
0,b'0225611',22,4.0
0,b'0225615',64,9.0
0,b'0225619',62,9.0
0,b'0225623',47,8.0
0,b'0225628',25,4.0
0,b'0225647',13,6.0
0,b'0225657',61,10.0
0,b'0225658',63,10.0
0,b'0225663',18,9.0
0,b'0225670',25,5.0
0,b'0225672',60,10.0
0,b'0225675',61,10.0
0,b'0225684',61,10.0
0,b'0225708',61,10.0
0,b'0225710',32,11.0
0,b'0225716',61,10.0
0,b'0225728',56,11.0
0,b'0225733',22,11.0
0,b'0225734',61,10.0
0,b'0225736',24,5.0
0,b'0225744',8,8.0
0,b'0225759',59,10.0
0,b'0225764',61,10.0
0,b'0225768',20,4.0
0,b'0225786',62,9.0
0,b'0225788',56,9.0
0,b'0225793',13,4.0
0,b'0225816',6,3.0
0,b'0225821',26,5.0
0,b'0225840',21,4.0
0,b'0225842',64,9.0
0,b'0225843',30,8.0
0,b'0225850',60,10.0
0,b'0225851',60,10.0
0,b'0225857',61,10.0
0,b'0225863',27,7.0
0,b'0225864',60,12.0
0,b'0225882',60,12.0
0,b'0225885',60,10.0
0,b'0225886',61,9.0
0,b'0225903',15,5.0
0,b'0225906',9,2.0
0,b'0225913',62,9.0
0,b'0225919',29,6.0
0,b'0225922',60,10.0
0,b'0225926',63,9.0
0,b'0225931',62,9.0
0,b'0225940',54,11.0
0,b'0225949',64,11.0
0,b'0225952',20,4.0
0,b'0225954',60,10.0
0,b'0225961',18,9.0
0,b'0225962',61,10.0
0,b'0225968',52,9.0
0,b'0225970',62,9.0
0,b'0225975',30,8.0
0,b'0225982',60,10.0
0,b'0225985',68,11.0
0,b'0225987',61,10.0
0,b'0225988',60,10.0
0,b'0225999',104,21.0
0,b'0226011',60,10.0
0,b'0226012',60,10.0
0,b'0226016',21,4.0
0,b'0226018',61,9.0
0,b'0226021',62,9.0
0,b'0226022',62,10.0
0,b'0226025',16,3.0
0,b'0226035',15,3.0
0,b'0226042',53,11.0
0,b'0226067',61,10.0
0,b'0226069',60,10.0
0,b'0226072',22,11.0
0,b'0226074',62,10.0
0,b'0226091',60,10.0
0,b'0226092',60,10.0
0,b'0226094',60,10.0
0,b'0226096',80,13.0
0,b'0226097',74,12.0
0,b'0226101',60,12.0
0,b'0226105',59,10.0
0,b'0226112',69,12.0
0,b'0226120',61,10.0
0,b'0226129',61,10.0
0,b'0226143',32,5.0
0,b'0226152',61,10.0
0,b'0226157',61,10.0
0,b'0226170',60,10.0
0,b'0226174',60,10.0
0,b'0226175',66,11.0
0,b'0226176',60,10.0
0,b'0226177',60,10.0
0,b'0226180',22,11.0
0,b'0226183',61,10.0
0,b'0226193',11,4.0
0,b'0226196',60,10.0
0,b'0226199',1,1.0
0,b'0226201',6,1.0
0,b'0226204',6,6.0
0,b'0226212',6,1.0
0,b'0226214',59,12.0
0,b'0226220',60,10.0
0,b'0226226',65,11.0
0,b'0226233',60,10.0
0,b'0226236',61,10.0
0,b'0226239',60,10.0
0,b'0226241',21,4.0
0,b'0226252',59,12.0
0,b'0226273',35,6.0
0,b'0226275',58,10.0
0,b'0226322',40,10.0
0,b'0226326',62,10.0
0,b'0226328',60,10.0
0,b'0226329',61,10.0
0,b'0226332',60,12.0
0,b'0226335',11,2.0
0,b'0226344',60,10.0
0,b'0226346',18,4.0
0,b'0226347',90,15.0
0,b'0226348',60,10.0
0,b'0226349',11,2.0
0,b'0226351',68,11.0
0,b'0226354',60,10.0
0,b'0226356',61,10.0
0,b'0226357',60,10.0
0,b'0226361',60,10.0
0,b'0226362',61,10.0
0,b'0226364',61,10.0
0,b'0226365',56,9.0
0,b'0226372',53,11.0
0,b'0226373',60,10.0
0,b'0226380',53,11.0
0,b'0226382',53,9.0
0,b'0226388',60,10.0
0,b'0226404',60,10.0
0,b'0226407',60,10.0
0,b'0226411',2,2.0
0,b'0226417',120,40.0
0,b'0226421',58,10.0
0,b'0226429',58,10.0
0,b'0226434',75,12.0
0,b'0226457',6,6.0
0,b'0226460',58,12.0
0,b'0226465',51,10.0
0,b'0226466',44,11.0
0,b'0226467',60,10.0
0,b'0226468',59,10.0
0,b'0226471',56,9.0
0,b'0226474',60,10.0
0,b'0226476',60,10.0
0,b'0226481',91,18.0
0,b'0226482',30,5.0
0,b'0226488',6,1.0
0,b'0226490',60,10.0
0,b'0226493',120,20.0
0,b'0226495',61,10.0
0,b'0226503',20,10.0
0,b'0226506',61,10.0
0,b'0226509',60,10.0
0,b'0226523',61,10.0
0,b'0226524',19,5.0
0,b'0226528',60,10.0
0,b'0226535',60,10.0
0,b'0226538',50,10.0
0,b'0226587',61,10.0
0,b'0226589',117,20.0
0,b'0226592',17,3.0
0,b'0226593',6,1.0
0,b'0226600',18,4.0
0,b'0226641',60,10.0
0,b'0226661',60,10.0
0,b'0226662',59,10.0
0,b'0226665',28,9.0
0,b'0226667',12,6.0
0,b'0226680',26,9.0
0,b'0226701',61,10.0
0,b'0226704',1,1.0
0,b'0226707',117,23.0
0,b'0226708',38,10.0
0,b'0226711',60,10.0
0,b'0226713',51,10.0
0,b'0226732',58,10.0
0,b'0226734',6,6.0
0,b'0226738',64,11.0
0,b'0226740',36,9.0
0,b'0226741',21,10.0
0,b'0226751',20,4.0
0,b'0226775',21,4.0
0,b'0226782',20,4.0
0,b'0226789',1,1.0
0,b'0226794',12,2.0
0,b'0226811',122,20.0
0,b'0226814',20,4.0
0,b'0226815',20,4.0
0,b'0226824',28,9.0
0,b'0226825',56,9.0
0,b'0226827',60,10.0
0,b'0226834',59,10.0
0,b'0226840',51,10.0
0,b'0226848',19,10.0
0,b'0226850',59,10.0
0,b'0226851',60,10.0
0,b'0226856',2,1.0
0,b'0226858',59,10.0
0,b'0226862',47,9.0
0,b'0226866',19,6.0
0,b'0226867',26,4.0
0,b'0226870',62,12.0
0,b'0226872',22,11.0
0,b'0226899',59,10.0
0,b'0226911',59,10.0
0,b'0226923',17,8.0
0,b'0226927',5,1.0
0,b'0226932',124,21.0
0,b'0226953',59,10.0
0,b'0226956',8,2.0
0,b'0226959',59,10.0
0,b'0226964',44,11.0
0,b'0227008',61,10.0
0,b'0227011',59,10.0
0,b'0227031',28,6.0
0,b'0227044',59,10.0
0,b'0227054',59,10.0
0,b'0227055',56,9.0
0,b'0227057',10,5.0
0,b'0227067',59,10.0
0,b'0227074',61,10.0
0,b'0227084',6,1.0
0,b'0227095',90,18.0
0,b'0227099',59,10.0
0,b'0227103',10,2.0
0,b'0227112',10,5.0
0,b'0227113',49,8.0
0,b'0227122',4,4.0
0,b'0227126',5,5.0
0,b'0227130',59,10.0
0,b'0227131',24,4.0
0,b'0227132',54,9.0
0,b'0227157',58,10.0
0,b'0227183',55,9.0
0,b'0227184',12,2.0
0,b'0227193',53,9.0
0,b'0227204',48,10.0
0,b'0227216',68,11.0
0,b'0227221',57,11.0
0,b'0227226',9,9.0
0,b'0227233',57,10.0
0,b'0227235',20,3.0
0,b'0227239',3,3.0
0,b'0227242',57,10.0
0,b'0227246',65,11.0
0,b'0227248',58,10.0
0,b'0227253',58,10.0
0,b'0227279',9,2.0
0,b'0227284',23,4.0
0,b'0227289',11,6.0
0,b'0227304',57,10.0
0,b'0227307',3,3.0
0,b'0227347',63,13.0
0,b'0227349',57,10.0
0,b'0227351',55,11.0
0,b'0227353',18,3.0
0,b'0227355',20,3.0
0,b'0227360',32,11.0
0,b'0227374',57,11.0
0,b'0227375',27,4.0
0,b'0227376',57,10.0
0,b'0227377',53,11.0
0,b'0227392',57,10.0
0,b'0227398',23,4.0
0,b'0227409',10,2.0
0,b'0227413',59,10.0
0,b'0227414',57,10.0
0,b'0227417',19,4.0
0,b'0227428',22,4.0
0,b'0227437',30,8.0
0,b'0227438',57,10.0
0,b'0227444',19,4.0
0,b'0227445',57,10.0
0,b'0227451',59,10.0
0,b'0227453',10,5.0
0,b'0227476',19,4.0
0,b'0227477',5,1.0
0,b'0227484',53,11.0
0,b'0227492',56,9.0
0,b'0227498',56,9.0
0,b'0227505',55,9.0
0,b'0227509',6,6.0
0,b'0227511',56,9.0
0,b'0227514',26,9.0
0,b'0227516',16,4.0
0,b'0227523',39,13.0
0,b'0227534',32,6.0
0,b'0227539',56,9.0
0,b'0227543',57,10.0
0,b'0227544',94,19.0
0,b'0227559',57,10.0
0,b'0227581',57,10.0
0,b'0227593',42,8.0
0,b'0227600',57,10.0
0,b'0227602',16,8.0
0,b'0227625',28,9.0
0,b'0227627',55,9.0
0,b'0227638',55,11.0
0,b'0227640',33,11.0
0,b'0227670',55,11.0
0,b'0227673',56,9.0
0,b'0227718',50,10.0
0,b'0227738',49,10.0
0,b'0227746',56,9.0
0,b'0227749',55,9.0
0,b'0227752',55,9.0
0,b'0227767',57,10.0
0,b'0227768',33,8.0
0,b'0227770',56,9.0
0,b'0227773',55,9.0
0,b'0227776',54,9.0
0,b'0227805',56,9.0
0,b'0227812',4,2.0
0,b'0227819',56,9.0
0,b'0227820',56,9.0
0,b'0227845',55,9.0
0,b'0227852',55,9.0
0,b'0227855',56,9.0
0,b'0227856',57,11.0
0,b'0227861',54,9.0
0,b'0227864',53,9.0
0,b'0227865',58,10.0
0,b'0227872',5,1.0
0,b'0227886',51,8.0
0,b'0227892',5,5.0
0,b'0227895',54,9.0
0,b'0227896',55,9.0
0,b'0227922',54,9.0
0,b'0227932',58,10.0
0,b'0227938',13,3.0
0,b'0227942',2,2.0
0,b'0227958',5,5.0
0,b'0227961',5,1.0
0,b'0227962',55,9.0
0,b'0227967',5,1.0
0,b'0227973',12,4.0
0,b'0227976',55,9.0
0,b'0227980',13,6.0
0,b'0227990',54,9.0
0,b'0227997',56,9.0
0,b'0227998',55,9.0
0,b'0228001',55,9.0
0,b'0228003',56,9.0
0,b'0228037',54,9.0
0,b'0228045',12,6.0
0,b'0228048',47,9.0
0,b'0228050',54,9.0
0,b'0228067',53,9.0
0,b'0228069',53,11.0
0,b'0228072',55,9.0
0,b'0228076',54,9.0
0,b'0228090',55,9.0
0,b'0228093',54,9.0
0,b'0228100',16,8.0
0,b'0228101',55,9.0
0,b'0228102',53,9.0
0,b'0228118',1,1.0
0,b'0228124',54,9.0
0,b'0228136',54,9.0
0,b'0228137',53,11.0
0,b'0228149',58,10.0
0,b'0228152',52,9.0
0,b'0228157',51,10.0
0,b'0228170',54,9.0
0,b'0228181',8,2.0
0,b'0228184',45,9.0
0,b'0228187',55,9.0
0,b'0228188',16,3.0
0,b'0228189',54,9.0
0,b'0228201',8,2.0
0,b'0228208',8,8.0
0,b'0228223',37,6.0
0,b'0228239',17,8.0
0,b'0228269',55,11.0
0,b'0228275',53,9.0
0,b'0228286',49,10.0
0,b'0228290',53,9.0
0,b'0228292',53,9.0
0,b'0228295',55,9.0
0,b'0228318',7,4.0
0,b'0228331',50,8.0
0,b'0228339',28,6.0
0,b'0228340',51,8.0
0,b'0228370',53,9.0
0,b'0228372',20,7.0
0,b'0228373',48,10.0
0,b'0228389',52,9.0
0,b'0228391',56,9.0
0,b'0228394',54,9.0
0,b'0228406',52,9.0
0,b'0228409',52,9.0
0,b'0228410',53,9.0
0,b'0228415',9,2.0
0,b'0228418',18,4.0
0,b'0228425',52,9.0
0,b'0228427',52,9.0
0,b'0228449',54,9.0
0,b'0228452',52,9.0
0,b'0228453',51,8.0
0,b'0228454',51,8.0
0,b'0228457',5,1.0
0,b'0228458',58,14.0
0,b'0228466',20,7.0
0,b'0228478',53,9.0
0,b'0228482',51,8.0
0,b'0228533',52,9.0
0,b'0228537',22,4.0
0,b'0228540',54,9.0
0,b'0228548',51,8.0
0,b'0228549',51,10.0
0,b'0228579',51,8.0
0,b'0228580',52,9.0
0,b'0228581',18,3.0
0,b'0228617',4,1.0
0,b'0228618',40,8.0
0,b'0228619',5,1.0
0,b'0228650',21,7.0
0,b'0228658',52,9.0
0,b'0228667',51,8.0
0,b'0228679',4,1.0
0,b'0228687',50,8.0
0,b'0228694',3,2.0
0,b'0228703',21,7.0
0,b'0228715',12,6.0
0,b'0228717',57,10.0
0,b'0228718',50,8.0
0,b'0228731',51,8.0
0,b'0228750',4,4.0
0,b'0228761',50,8.0
0,b'0228773',50,8.0
0,b'0228798',35,9.0
0,b'0228804',49,8.0
0,b'0228805',27,7.0
0,b'0228822',51,8.0
0,b'0228848',50,8.0
0,b'0228849',54,9.0
0,b'0228850',50,8.0
0,b'0228851',8,4.0
0,b'0228852',17,3.0
0,b'0228866',7,4.0
0,b'0228879',11,6.0
0,b'0228882',53,9.0
0,b'0228888',41,7.0
0,b'0228902',18,4.0
0,b'0228907',51,8.0
0,b'0228908',51,8.0
0,b'0228909',49,10.0
0,b'0228924',27,5.0
0,b'0228927',17,4.0
0,b'0228929',17,4.0
0,b'0228932',48,10.0
0,b'0228933',50,10.0
0,b'0228943',17,3.0
0,b'0228979',50,8.0
0,b'0228983',17,4.0
0,b'0228997',18,4.0
0,b'0229000',50,8.0
0,b'0229005',6,3.0
0,b'0229013',3,3.0
0,b'0229026',10,2.0
0,b'0229027',49,10.0
0,b'0229030',50,10.0
0,b'0229031',17,4.0
0,b'0229039',2,1.0
0,b'0229046',25,8.0
0,b'0229047',50,10.0
0,b'0229075',50,8.0
0,b'0229077',49,8.0
0,b'0229078',49,10.0
0,b'0229081',44,9.0
0,b'0229094',50,8.0
0,b'0229115',50,8.0
0,b'0229121',15,8.0
0,b'0229132',5,5.0
0,b'0229139',27,7.0
0,b'0229145',47,9.0
0,b'0229158',49,10.0
0,b'0229171',16,8.0
0,b'0229184',49,10.0
0,b'0229185',49,10.0
0,b'0229195',54,11.0
0,b'0229197',50,10.0
0,b'0229203',48,10.0
0,b'0229208',49,10.0
0,b'0229210',49,8.0
0,b'0229225',49,10.0
0,b'0229226',45,9.0
0,b'0229227',50,10.0
0,b'0229235',30,8.0
0,b'0229237',48,10.0
0,b'0229238',9,9.0
0,b'0229258',48,10.0
0,b'0229264',49,10.0
0,b'0229266',1,1.0
0,b'0229281',18,4.0
0,b'0229289',38,13.0
0,b'0229294',50,17.0
0,b'0229301',47,12.0
0,b'0229313',47,9.0
0,b'0229348',45,9.0
0,b'0229352',48,10.0
0,b'0229354',54,9.0
0,b'0229356',6,1.0
0,b'0229361',34,8.0
0,b'0229362',50,8.0
0,b'0229363',53,9.0
0,b'0229375',4,1.0
0,b'0229378',47,12.0
0,b'0229382',46,9.0
0,b'0229392',46,9.0
0,b'0229404',47,9.0
0,b'0229409',5,5.0
0,b'0229421',48,10.0
0,b'0229423',48,10.0
0,b'0229425',41,10.0
0,b'0229426',20,4.0
0,b'0229444',48,12.0
0,b'0229446',41,8.0
0,b'0229468',48,10.0
0,b'0229480',17,3.0
0,b'0229487',47,9.0
0,b'0229495',17,3.0
0,b'0229507',48,10.0
0,b'0229535',14,7.0
0,b'0229537',16,4.0
0,b'0229542',48,10.0
0,b'0229548',48,10.0
0,b'0229554',49,10.0
0,b'0229559',49,10.0
0,b'0229569',37,9.0
0,b'0229572',46,9.0
0,b'0229596',48,10.0
0,b'0229624',49,10.0
0,b'0229630',48,10.0
0,b'0229636',4,1.0
0,b'0229643',49,10.0
0,b'0229646',47,12.0
0,b'0229655',11,11.0
0,b'0229666',48,10.0
0,b'0229682',16,8.0
0,b'0229683',43,9.0
0,b'0229687',46,9.0
0,b'0229689',48,10.0
0,b'0229694',49,10.0
0,b'0229695',19,5.0
0,b'0229727',17,3.0
0,b'0229737',15,4.0
0,b'0229748',23,8.0
0,b'0229756',36,7.0
0,b'0229782',48,10.0
0,b'0229796',47,9.0
0,b'0229800',14,7.0
0,b'0229809',4,1.0
0,b'0229814',46,9.0
0,b'0229823',47,9.0
0,b'0229825',4,1.0
0,b'0229846',4,1.0
0,b'0229877',48,10.0
0,b'0229881',49,10.0
0,b'0229893',16,4.0
0,b'0229900',38,10.0
0,b'0229909',7,7.0
0,b'0229916',46,9.0
0,b'0229928',47,9.0
0,b'0229930',40,10.0
0,b'0229932',51,10.0
0,b'0229942',46,9.0
0,b'0229943',45,11.0
0,b'0229956',5,1.0
0,b'0229961',48,10.0
0,b'0229963',46,12.0
0,b'0229973',4,2.0
0,b'0229992',42,8.0
0,b'0229999',27,7.0
0,b'0230006',48,10.0
0,b'0230010',8,3.0
0,b'0230027',47,9.0
0,b'0230032',3,2.0
0,b'0230042',46,9.0
0,b'0230058',2,2.0
0,b'0230078',45,9.0
0,b'0230100',46,9.0
0,b'0230108',31,10.0
0,b'0230119',44,9.0
0,b'0230123',44,9.0
0,b'0230125',46,9.0
0,b'0230130',46,9.0
0,b'0230140',22,6.0
0,b'0230141',50,10.0
0,b'0230162',45,9.0
0,b'0230163',49,10.0
0,b'0230168',47,9.0
0,b'0230180',16,4.0
0,b'0230190',2,1.0
0,b'0230194',45,9.0
0,b'0230198',45,9.0
0,b'0230206',36,9.0
0,b'0230209',42,8.0
0,b'0230236',2,2.0
0,b'0230240',50,12.0
0,b'0230244',16,3.0
0,b'0230245',45,9.0
0,b'0230246',45,11.0
0,b'0230247',46,9.0
0,b'0230251',46,9.0
0,b'0230267',47,9.0
0,b'0230268',4,1.0
0,b'0230279',6,2.0
0,b'0230296',45,9.0
0,b'0230304',44,9.0
0,b'0230306',45,9.0
0,b'0230308',16,3.0
0,b'0230312',44,9.0
0,b'0230325',27,9.0
0,b'0230330',38,8.0
0,b'0230339',44,9.0
0,b'0230340',32,8.0
0,b'0230341',44,9.0
0,b'0230342',45,11.0
0,b'0230343',16,4.0
0,b'0230349',90,18.0
0,b'0230353',8,8.0
0,b'0230372',45,9.0
0,b'0230383',45,9.0
0,b'0230384',44,9.0
0,b'0230385',44,9.0
0,b'0230387',1,1.0
0,b'0230390',32,11.0
0,b'0230395',45,9.0
0,b'0230414',40,10.0
0,b'0230429',9,2.0
0,b'0230431',41,8.0
0,b'0230447',45,9.0
0,b'0230456',44,9.0
0,b'0230457',44,9.0
0,b'0230461',44,9.0
0,b'0230464',68,14.0
0,b'0230474',43,9.0
0,b'0230477',15,4.0
0,b'0230508',15,4.0
0,b'0230509',43,9.0
0,b'0230516',40,10.0
0,b'0230540',13,3.0
0,b'0230542',44,9.0
0,b'0230546',17,6.0
0,b'0230553',14,4.0
0,b'0230570',44,9.0
0,b'0230583',43,9.0
0,b'0230593',15,4.0
0,b'0230594',9,9.0
0,b'0230600',41,8.0
0,b'0230602',4,1.0
0,b'0230606',27,9.0
0,b'0230611',31,8.0
0,b'0230647',58,12.0
0,b'0230661',44,9.0
0,b'0230736',23,12.0
0,b'0230746',4,1.0
0,b'0230750',84,17.0
0,b'0230788',23,6.0
0,b'0230792',37,9.0
0,b'0230793',17,3.0
0,b'0230809',39,8.0
0,b'0230837',42,8.0
0,b'0230858',42,10.0
0,b'0230863',41,8.0
0,b'0230872',41,8.0
0,b'0231143',43,9.0
0,b'0231149',42,8.0
0,b'0231165',42,8.0
0,b'0231167',41,8.0
0,b'0231168',40,8.0
0,b'0231180',2,1.0
0,b'0231189',27,5.0
0,b'0231200',41,8.0
0,b'0231201',7,4.0
0,b'0231204',30,8.0
0,b'0231207',41,8.0
0,b'0231328',14,4.0
0,b'0231334',42,8.0
0,b'0231336',41,8.0
0,b'0231337',297,59.0
0,b'0231347',30,6.0
0,b'0231363',41,8.0
0,b'0231373',42,8.0
0,b'0231379',21,4.0
0,b'0231389',41,8.0
0,b'0231398',40,8.0
