,Donor_Id,P_year,Frequency
0,b'0017025',119,10.0
0,b'0017043',27,2.0
0,b'0017044',1,1.0
0,b'0017045',121,10.0
0,b'0017049',1,1.0
0,b'0017055',4,1.0
0,b'0017057',4,2.0
0,b'0017069',57,5.0
0,b'0017073',126,10.0
0,b'0017075',155,10.0
0,b'0017077',156,10.0
0,b'0017078',58,4.0
0,b'0017080',22,2.0
0,b'0017084',57,10.0
0,b'0017088',144,10.0
0,b'0017091',21,2.0
0,b'0017093',71,5.0
0,b'0017095',48,8.0
0,b'0017099',42,8.0
0,b'0017100',1,1.0
0,b'0017114',161,11.0
0,b'0017126',22,7.0
0,b'0017127',300,20.0
0,b'0017138',154,10.0
0,b'0017144',50,4.0
0,b'0017146',158,11.0
0,b'0017149',156,10.0
0,b'0017152',155,11.0
0,b'0017163',51,5.0
0,b'0017168',68,5.0
0,b'0017171',7,1.0
0,b'0017176',158,11.0
0,b'0017178',37,7.0
0,b'0017182',157,10.0
0,b'0017185',185,12.0
0,b'0017194',157,10.0
0,b'0017195',157,10.0
0,b'0017205',157,10.0
0,b'0017208',281,20.0
0,b'0017213',99,10.0
0,b'0017217',144,10.0
0,b'0017227',141,10.0
0,b'0017239',1,1.0
0,b'0017244',112,10.0
0,b'0017247',158,11.0
0,b'0017249',156,10.0
0,b'0017251',113,11.0
0,b'0017255',24,3.0
0,b'0017266',23,8.0
0,b'0017268',57,10.0
0,b'0017271',157,10.0
0,b'0017273',31,2.0
0,b'0017283',156,10.0
0,b'0017287',156,10.0
0,b'0017289',104,10.0
0,b'0017293',57,4.0
0,b'0017300',1,1.0
0,b'0017302',57,4.0
0,b'0017306',3,3.0
0,b'0017308',32,4.0
0,b'0017314',19,10.0
0,b'0017341',159,11.0
0,b'0017342',11,2.0
0,b'0017350',18,1.0
0,b'0017374',156,10.0
0,b'0017386',6,3.0
0,b'0017394',38,3.0
0,b'0017395',135,10.0
0,b'0017396',66,9.0
0,b'0017399',371,25.0
0,b'0017402',156,10.0
0,b'0017408',58,4.0
0,b'0017440',9,2.0
0,b'0017442',79,10.0
0,b'0017452',157,10.0
0,b'0017454',43,9.0
0,b'0017455',34,2.0
0,b'0017458',163,11.0
0,b'0017464',159,11.0
0,b'0017470',21,2.0
0,b'0017472',155,10.0
0,b'0017474',112,10.0
0,b'0017478',155,10.0
0,b'0017482',23,4.0
0,b'0017488',88,10.0
0,b'0017491',56,9.0
0,b'0017494',9,1.0
0,b'0017496',76,10.0
0,b'0017497',103,10.0
0,b'0017498',2,2.0
0,b'0017500',58,4.0
0,b'0017502',15,5.0
0,b'0017508',155,10.0
0,b'0017509',308,21.0
0,b'0017512',19,2.0
0,b'0017526',1,1.0
0,b'0017534',155,10.0
0,b'0017537',149,19.0
0,b'0017538',305,22.0
0,b'0017540',156,10.0
0,b'0017549',130,11.0
0,b'0017552',101,10.0
0,b'0017558',143,11.0
0,b'0017563',128,9.0
0,b'0017565',155,10.0
0,b'0017567',55,4.0
0,b'0017571',6,2.0
0,b'0017584',157,10.0
0,b'0017585',77,10.0
0,b'0017606',79,10.0
0,b'0017609',2,2.0
0,b'0017613',18,1.0
0,b'0017627',62,4.0
0,b'0017635',277,18.0
0,b'0017636',156,10.0
0,b'0017639',3,3.0
0,b'0017645',109,10.0
0,b'0017647',25,2.0
0,b'0017650',80,10.0
0,b'0017655',155,10.0
0,b'0017658',161,11.0
0,b'0017692',115,10.0
0,b'0017694',155,10.0
0,b'0017702',88,6.0
0,b'0017705',9,4.0
0,b'0017707',155,10.0
0,b'0017714',57,4.0
0,b'0017718',154,11.0
0,b'0017726',38,3.0
0,b'0017734',160,11.0
0,b'0017740',163,11.0
0,b'0017750',155,10.0
0,b'0017751',246,20.0
0,b'0017754',32,5.0
0,b'0017757',80,10.0
0,b'0017763',313,21.0
0,b'0017766',16,2.0
0,b'0017768',1,1.0
0,b'0017777',3,3.0
0,b'0017782',74,9.0
0,b'0017786',67,10.0
0,b'0017791',154,10.0
0,b'0017796',156,10.0
0,b'0017812',37,9.0
0,b'0017813',621,41.0
0,b'0017820',241,16.0
0,b'0017828',6,1.0
0,b'0017830',1,1.0
0,b'0017837',155,10.0
0,b'0017841',153,10.0
0,b'0017852',2,1.0
0,b'0017856',33,8.0
0,b'0017859',134,27.0
0,b'0017860',153,10.0
0,b'0017863',156,10.0
0,b'0017867',5,2.0
0,b'0017869',156,10.0
0,b'0017880',157,11.0
0,b'0017893',1,1.0
0,b'0017896',97,10.0
0,b'0017898',11,3.0
0,b'0017901',113,10.0
0,b'0017902',97,10.0
0,b'0017908',138,11.0
0,b'0017913',116,11.0
0,b'0017914',156,10.0
0,b'0017915',22,2.0
0,b'0017917',153,11.0
0,b'0017923',95,11.0
0,b'0017930',61,9.0
0,b'0017933',146,10.0
0,b'0017935',23,2.0
0,b'0017947',157,10.0
0,b'0017954',93,10.0
0,b'0017955',102,10.0
0,b'0017957',67,10.0
0,b'0017959',19,3.0
0,b'0017960',155,10.0
0,b'0017961',155,10.0
0,b'0017963',3,3.0
0,b'0017965',98,11.0
0,b'0017971',14,1.0
0,b'0017972',11,4.0
0,b'0017973',55,4.0
0,b'0017974',80,10.0
0,b'0017985',153,10.0
0,b'0017989',155,10.0
0,b'0017992',156,10.0
0,b'0017997',20,1.0
0,b'0017999',139,11.0
0,b'0018007',47,4.0
0,b'0018014',4,4.0
0,b'0018015',96,10.0
0,b'0018018',10,5.0
0,b'0018021',56,7.0
0,b'0018022',70,10.0
0,b'0018025',156,10.0
0,b'0018026',32,8.0
0,b'0018027',40,3.0
0,b'0018029',1,1.0
0,b'0018032',1,1.0
0,b'0018034',160,11.0
0,b'0018036',28,7.0
0,b'0018041',12,1.0
0,b'0018044',157,10.0
0,b'0018045',56,9.0
0,b'0018053',155,10.0
0,b'0018054',11,1.0
0,b'0018066',23,8.0
0,b'0018068',1,1.0
0,b'0018071',1,1.0
0,b'0018073',106,11.0
0,b'0018080',157,10.0
0,b'0018081',1,1.0
0,b'0018086',69,10.0
0,b'0018087',157,10.0
0,b'0018088',59,4.0
0,b'0018092',49,8.0
0,b'0018095',34,8.0
0,b'0018096',32,4.0
0,b'0018100',127,11.0
0,b'0018110',54,4.0
0,b'0018111',156,10.0
0,b'0018116',165,21.0
0,b'0018120',92,10.0
0,b'0018122',159,11.0
0,b'0018124',30,4.0
0,b'0018128',157,10.0
0,b'0018133',62,4.0
0,b'0018137',155,10.0
0,b'0018140',1,1.0
0,b'0018141',237,16.0
0,b'0018142',1,1.0
0,b'0018146',1,1.0
0,b'0018150',12,3.0
0,b'0018151',32,3.0
0,b'0018153',154,10.0
0,b'0018162',61,4.0
0,b'0018165',11,6.0
0,b'0018169',3,3.0
0,b'0018171',33,8.0
0,b'0018173',1,1.0
0,b'0018175',33,8.0
0,b'0018184',157,10.0
0,b'0018185',18,6.0
0,b'0018187',2,2.0
0,b'0018194',91,10.0
0,b'0018196',107,11.0
0,b'0018198',59,4.0
0,b'0018209',13,2.0
0,b'0018210',1,1.0
0,b'0018221',19,6.0
0,b'0018229',1,1.0
0,b'0018231',26,9.0
0,b'0018245',145,10.0
0,b'0018248',22,2.0
0,b'0018249',17,2.0
0,b'0018258',155,10.0
0,b'0018263',156,10.0
0,b'0018265',4,4.0
0,b'0018270',1,1.0
0,b'0018275',7,2.0
0,b'0018287',22,2.0
0,b'0018290',155,10.0
0,b'0018292',73,9.0
0,b'0018302',74,9.0
0,b'0018312',57,4.0
0,b'0018320',9,1.0
0,b'0018345',155,10.0
0,b'0018348',154,10.0
0,b'0018349',129,11.0
0,b'0018370',48,10.0
0,b'0018371',156,10.0
0,b'0018375',144,10.0
0,b'0018379',54,9.0
0,b'0018382',154,10.0
0,b'0018383',156,10.0
0,b'0018386',25,8.0
0,b'0018387',144,10.0
0,b'0018391',83,10.0
0,b'0018392',9,4.0
0,b'0018396',3,3.0
0,b'0018402',43,9.0
0,b'0018407',12,2.0
0,b'0018418',315,21.0
0,b'0018422',285,19.0
0,b'0018433',41,3.0
0,b'0018453',156,10.0
0,b'0018457',156,10.0
0,b'0018460',83,10.0
0,b'0018463',154,10.0
0,b'0018464',1,1.0
0,b'0018469',155,10.0
0,b'0018471',150,10.0
0,b'0018480',103,7.0
0,b'0018483',3,3.0
0,b'0018491',31,2.0
0,b'0018494',55,4.0
0,b'0018497',1,1.0
0,b'0018498',42,3.0
0,b'0018500',1,1.0
0,b'0018505',174,12.0
0,b'0018510',132,11.0
0,b'0018512',8,4.0
0,b'0018517',2,2.0
0,b'0018527',155,10.0
0,b'0018533',10,1.0
0,b'0018535',40,8.0
0,b'0018542',18,1.0
0,b'0018548',58,4.0
0,b'0018550',50,5.0
0,b'0018558',158,11.0
0,b'0018561',154,10.0
0,b'0018563',155,10.0
0,b'0018575',2,2.0
0,b'0018578',156,10.0
0,b'0018582',54,4.0
0,b'0018583',157,10.0
0,b'0018586',58,10.0
0,b'0018588',36,4.0
0,b'0018590',159,11.0
0,b'0018591',2,2.0
0,b'0018594',136,10.0
0,b'0018607',155,10.0
0,b'0018614',4,2.0
0,b'0018619',55,4.0
0,b'0018625',157,10.0
0,b'0018631',43,9.0
0,b'0018634',155,10.0
0,b'0018635',159,11.0
0,b'0018643',6,2.0
0,b'0018644',1,1.0
0,b'0018645',163,11.0
0,b'0018646',1,1.0
0,b'0018653',160,11.0
0,b'0018657',25,6.0
0,b'0018658',160,11.0
0,b'0018659',4,4.0
0,b'0018663',21,2.0
0,b'0018667',1,1.0
0,b'0018669',52,4.0
0,b'0018675',38,3.0
0,b'0018680',163,11.0
0,b'0018682',23,6.0
0,b'0018688',12,4.0
0,b'0018689',71,5.0
0,b'0018693',100,10.0
0,b'0018697',3,2.0
0,b'0018698',159,11.0
0,b'0018705',14,5.0
0,b'0018706',158,11.0
0,b'0018711',40,4.0
0,b'0018715',156,10.0
0,b'0018719',155,10.0
0,b'0018722',16,2.0
0,b'0018732',155,10.0
0,b'0018736',12,2.0
0,b'0018742',159,11.0
0,b'0018746',41,5.0
0,b'0018748',156,10.0
0,b'0018756',156,10.0
0,b'0018761',157,10.0
0,b'0018771',1,1.0
0,b'0018779',157,10.0
0,b'0018784',319,21.0
0,b'0018785',1,1.0
0,b'0018793',20,7.0
0,b'0018801',21,2.0
0,b'0018806',158,11.0
0,b'0018807',155,10.0
0,b'0018815',154,10.0
0,b'0018831',156,10.0
0,b'0018834',83,10.0
0,b'0018836',156,10.0
0,b'0018840',382,25.0
0,b'0018855',34,2.0
0,b'0018857',1,1.0
0,b'0018860',39,3.0
0,b'0018861',157,10.0
0,b'0018867',4,4.0
0,b'0018868',128,11.0
0,b'0018877',156,10.0
0,b'0018886',189,13.0
0,b'0018888',155,10.0
0,b'0018899',142,11.0
0,b'0018901',37,3.0
0,b'0018904',156,10.0
0,b'0018909',153,10.0
0,b'0018913',22,2.0
0,b'0018922',8,2.0
0,b'0018923',47,12.0
0,b'0018927',155,10.0
0,b'0018932',143,11.0
0,b'0018934',154,10.0
0,b'0018946',74,5.0
0,b'0018949',153,10.0
0,b'0018950',34,8.0
0,b'0018951',156,10.0
0,b'0018953',134,10.0
0,b'0018956',154,10.0
0,b'0018959',33,2.0
0,b'0018960',36,3.0
0,b'0018961',78,10.0
0,b'0018968',156,10.0
0,b'0018971',1,1.0
0,b'0018979',9,2.0
0,b'0018986',134,11.0
0,b'0019000',17,2.0
0,b'0019005',59,4.0
0,b'0019007',105,10.0
0,b'0019010',154,10.0
0,b'0019011',1,1.0
0,b'0019012',159,11.0
0,b'0019016',105,10.0
0,b'0019017',108,11.0
0,b'0019033',156,10.0
0,b'0019036',57,4.0
0,b'0019041',1,1.0
0,b'0019050',156,10.0
0,b'0019051',215,14.0
0,b'0019053',157,10.0
0,b'0019059',156,10.0
0,b'0019071',36,3.0
0,b'0019072',151,10.0
0,b'0019075',6,2.0
0,b'0019081',1,1.0
0,b'0019085',158,11.0
0,b'0019088',156,10.0
0,b'0019091',1,1.0
0,b'0019093',27,2.0
0,b'0019095',33,8.0
0,b'0019098',56,4.0
0,b'0019099',108,11.0
0,b'0019103',157,10.0
0,b'0019104',155,10.0
0,b'0019112',156,10.0
0,b'0019119',1,1.0
0,b'0019125',40,8.0
0,b'0019133',67,8.0
0,b'0019135',156,10.0
0,b'0019146',57,4.0
0,b'0019148',1,1.0
0,b'0019149',145,10.0
0,b'0019155',40,8.0
0,b'0019160',151,11.0
0,b'0019162',158,11.0
0,b'0019163',58,10.0
0,b'0019164',3,3.0
0,b'0019171',3,3.0
0,b'0019183',19,1.0
0,b'0019193',18,1.0
0,b'0019195',158,11.0
0,b'0019199',41,8.0
0,b'0019201',157,10.0
0,b'0019205',154,10.0
0,b'0019206',36,7.0
0,b'0019210',53,9.0
0,b'0019221',12,2.0
0,b'0019223',98,7.0
0,b'0019225',2,2.0
0,b'0019227',154,10.0
0,b'0019238',133,10.0
0,b'0019240',157,10.0
0,b'0019244',49,12.0
0,b'0019249',21,2.0
0,b'0019250',153,10.0
0,b'0019251',22,7.0
0,b'0019253',105,10.0
0,b'0019261',153,10.0
0,b'0019269',154,10.0
0,b'0019272',157,10.0
0,b'0019273',156,10.0
0,b'0019275',31,3.0
0,b'0019284',16,3.0
0,b'0019289',10,3.0
0,b'0019296',163,11.0
0,b'0019309',1,1.0
0,b'0019311',69,7.0
0,b'0019321',153,10.0
0,b'0019322',156,10.0
0,b'0019334',2,2.0
0,b'0019343',158,11.0
0,b'0019347',155,10.0
0,b'0019366',166,11.0
0,b'0019371',2,1.0
0,b'0019373',158,11.0
0,b'0019376',99,10.0
0,b'0019379',146,10.0
0,b'0019380',23,4.0
0,b'0019386',155,10.0
0,b'0019388',100,10.0
0,b'0019393',156,10.0
0,b'0019396',180,12.0
0,b'0019399',130,9.0
0,b'0019401',30,4.0
0,b'0019403',155,10.0
0,b'0019407',4,4.0
0,b'0019408',10,1.0
0,b'0019411',309,21.0
0,b'0019429',155,10.0
0,b'0019436',156,10.0
0,b'0019443',217,14.0
0,b'0019450',82,16.0
0,b'0019454',35,7.0
0,b'0019469',1,1.0
0,b'0019476',157,10.0
0,b'0019481',22,7.0
0,b'0019483',156,10.0
0,b'0019497',240,16.0
0,b'0019499',16,1.0
0,b'0019501',35,7.0
0,b'0019502',37,7.0
0,b'0019507',180,12.0
0,b'0019511',154,10.0
0,b'0019513',1,1.0
0,b'0019530',156,10.0
0,b'0019535',1,1.0
0,b'0019537',44,3.0
0,b'0019547',161,11.0
0,b'0019548',73,9.0
0,b'0019552',66,9.0
0,b'0019554',38,4.0
0,b'0019556',156,10.0
0,b'0019561',136,9.0
0,b'0019570',157,10.0
0,b'0019574',58,4.0
0,b'0019580',157,10.0
0,b'0019581',3,3.0
0,b'0019584',157,10.0
0,b'0019592',152,10.0
0,b'0019601',155,10.0
0,b'0019611',1,1.0
0,b'0019624',153,10.0
0,b'0019631',152,10.0
0,b'0019632',30,2.0
0,b'0019634',157,10.0
0,b'0019635',70,6.0
0,b'0019636',158,11.0
0,b'0019637',155,10.0
0,b'0019640',156,10.0
0,b'0019643',158,11.0
0,b'0019644',157,10.0
0,b'0019649',43,14.0
0,b'0019651',103,10.0
0,b'0019655',59,4.0
0,b'0019656',155,10.0
0,b'0019667',18,1.0
0,b'0019670',101,8.0
0,b'0019672',156,10.0
0,b'0019674',61,4.0
0,b'0019675',1,1.0
0,b'0019681',156,10.0
0,b'0019686',121,8.0
0,b'0019688',155,10.0
0,b'0019691',19,1.0
0,b'0019706',141,12.0
0,b'0019707',156,10.0
0,b'0019710',156,10.0
0,b'0019712',54,4.0
0,b'0019722',73,5.0
0,b'0019725',156,10.0
0,b'0019731',3,2.0
0,b'0019734',156,10.0
0,b'0019738',140,10.0
0,b'0019741',159,11.0
0,b'0019742',20,1.0
0,b'0019751',66,5.0
0,b'0019762',61,10.0
0,b'0019763',60,10.0
0,b'0019770',1,1.0
0,b'0019777',56,4.0
0,b'0019780',153,10.0
0,b'0019787',155,10.0
0,b'0019795',1,1.0
0,b'0019805',119,11.0
0,b'0019811',19,1.0
0,b'0019814',155,11.0
0,b'0019817',113,8.0
0,b'0019822',67,10.0
0,b'0019835',35,9.0
0,b'0019837',153,10.0
0,b'0019838',45,15.0
0,b'0019844',156,10.0
0,b'0019845',155,10.0
0,b'0019871',151,10.0
0,b'0019878',156,10.0
0,b'0019881',1,1.0
0,b'0019884',2,2.0
0,b'0019887',18,4.0
0,b'0019905',159,11.0
0,b'0019918',60,4.0
0,b'0019919',155,10.0
0,b'0019920',11,4.0
0,b'0019931',154,10.0
0,b'0019939',155,10.0
0,b'0019946',96,6.0
0,b'0019947',1,1.0
0,b'0019950',155,10.0
0,b'0019959',32,2.0
0,b'0019965',155,10.0
0,b'0019967',63,4.0
0,b'0019968',59,4.0
0,b'0019972',32,2.0
0,b'0019993',158,11.0
0,b'0019997',156,10.0
0,b'0019999',2,2.0
0,b'0020007',31,3.0
0,b'0020008',1,1.0
0,b'0020012',153,11.0
0,b'0020014',157,10.0
0,b'0020020',3,3.0
0,b'0020023',42,8.0
0,b'0020026',101,10.0
0,b'0020028',21,7.0
0,b'0020031',113,10.0
0,b'0020038',63,9.0
0,b'0020051',12,2.0
0,b'0020052',156,10.0
0,b'0020059',4,1.0
0,b'0020064',155,10.0
0,b'0020067',1,1.0
0,b'0020070',51,5.0
0,b'0020072',24,6.0
0,b'0020076',130,11.0
0,b'0020091',24,2.0
0,b'0020092',1,1.0
0,b'0020095',44,3.0
0,b'0020096',55,4.0
0,b'0020098',56,4.0
0,b'0020099',158,11.0
0,b'0020102',158,11.0
0,b'0020105',68,5.0
0,b'0020113',159,11.0
0,b'0020119',69,5.0
0,b'0020122',100,8.0
0,b'0020125',164,12.0
0,b'0020131',173,12.0
0,b'0020136',153,10.0
0,b'0020146',32,4.0
0,b'0020147',155,10.0
0,b'0020153',69,10.0
0,b'0020154',160,11.0
0,b'0020155',1,1.0
0,b'0020157',34,2.0
0,b'0020160',3,3.0
0,b'0020170',121,11.0
0,b'0020176',156,10.0
0,b'0020181',157,10.0
0,b'0020182',177,12.0
0,b'0020183',228,21.0
0,b'0020189',157,10.0
0,b'0020194',157,10.0
0,b'0020204',140,11.0
0,b'0020206',155,10.0
0,b'0020214',157,10.0
0,b'0020218',58,4.0
0,b'0020221',23,6.0
0,b'0020227',36,12.0
0,b'0020229',2,2.0
0,b'0020231',35,7.0
0,b'0020239',159,11.0
0,b'0020241',104,10.0
0,b'0020244',155,10.0
0,b'0020250',156,10.0
0,b'0020251',1,1.0
0,b'0020254',121,11.0
0,b'0020255',7,2.0
0,b'0020256',12,2.0
0,b'0020260',29,2.0
0,b'0020266',1,1.0
0,b'0020271',118,12.0
0,b'0020274',152,10.0
0,b'0020277',17,1.0
0,b'0020283',57,4.0
0,b'0020292',156,10.0
0,b'0020296',77,5.0
0,b'0020299',27,4.0
0,b'0020300',158,11.0
0,b'0020306',117,11.0
0,b'0020308',157,10.0
0,b'0020312',1,1.0
0,b'0020318',52,5.0
0,b'0020321',1,1.0
0,b'0020327',23,3.0
0,b'0020333',14,1.0
0,b'0020334',80,10.0
0,b'0020335',1,1.0
0,b'0020337',2,1.0
0,b'0020347',155,10.0
0,b'0020352',23,2.0
0,b'0020353',142,11.0
0,b'0020356',153,11.0
0,b'0020368',1,1.0
0,b'0020371',105,8.0
0,b'0020376',160,11.0
0,b'0020391',41,4.0
0,b'0020396',10,1.0
0,b'0020399',1,1.0
0,b'0020402',102,10.0
0,b'0020404',155,10.0
0,b'0020428',36,3.0
0,b'0020429',155,10.0
0,b'0020435',155,11.0
0,b'0020436',155,10.0
0,b'0020447',81,10.0
0,b'0020448',31,4.0
0,b'0020452',6,2.0
0,b'0020462',4,2.0
0,b'0020465',18,6.0
0,b'0020466',157,10.0
0,b'0020469',8,3.0
0,b'0020479',115,10.0
0,b'0020484',1,1.0
0,b'0020501',126,9.0
0,b'0020506',12,6.0
0,b'0020519',31,2.0
0,b'0020523',60,9.0
0,b'0020527',152,10.0
0,b'0020534',30,3.0
0,b'0020536',153,10.0
0,b'0020537',156,10.0
0,b'0020540',47,3.0
0,b'0020545',217,20.0
0,b'0020548',155,10.0
0,b'0020558',30,4.0
0,b'0020559',54,9.0
0,b'0020566',312,21.0
0,b'0020569',3,3.0
0,b'0020570',1,1.0
0,b'0020575',161,11.0
0,b'0020578',16,2.0
0,b'0020581',1,1.0
0,b'0020583',149,11.0
0,b'0020588',67,10.0
0,b'0020595',157,10.0
0,b'0020596',2,2.0
0,b'0020603',157,10.0
0,b'0020605',88,6.0
0,b'0020608',53,4.0
0,b'0020611',18,1.0
0,b'0020617',157,10.0
0,b'0020631',102,10.0
0,b'0020635',1,1.0
0,b'0020646',16,3.0
0,b'0020647',106,11.0
0,b'0020656',19,4.0
0,b'0020657',20,7.0
0,b'0020658',307,20.0
0,b'0020663',1,1.0
0,b'0020665',155,10.0
0,b'0020666',112,10.0
0,b'0020678',11,6.0
0,b'0020681',143,10.0
0,b'0020683',156,10.0
0,b'0020685',168,11.0
0,b'0020690',156,10.0
0,b'0020696',29,2.0
0,b'0020706',49,8.0
0,b'0020707',157,10.0
0,b'0020709',34,2.0
0,b'0020717',161,11.0
0,b'0020722',156,10.0
0,b'0020724',46,12.0
0,b'0020726',157,10.0
0,b'0020734',156,10.0
0,b'0020735',16,3.0
0,b'0020743',24,2.0
0,b'0020746',22,4.0
0,b'0020748',160,11.0
0,b'0020749',148,11.0
0,b'0020766',1,1.0
0,b'0020768',156,10.0
0,b'0020770',156,10.0
0,b'0020772',1,1.0
0,b'0020775',1,1.0
0,b'0020786',154,10.0
0,b'0020795',2,1.0
0,b'0020809',79,6.0
0,b'0020810',7,4.0
0,b'0020812',158,11.0
0,b'0020814',46,9.0
0,b'0020821',36,6.0
0,b'0020833',1,1.0
0,b'0020834',156,10.0
0,b'0020838',154,11.0
0,b'0020843',53,4.0
0,b'0020849',79,10.0
0,b'0020852',20,2.0
0,b'0020854',28,2.0
0,b'0020856',7,2.0
0,b'0020861',157,10.0
0,b'0020863',57,4.0
0,b'0020865',148,10.0
0,b'0020866',157,10.0
0,b'0020867',1,1.0
0,b'0020875',1,1.0
0,b'0020877',156,10.0
0,b'0020881',158,11.0
0,b'0020884',40,3.0
0,b'0020895',39,3.0
0,b'0020897',18,1.0
0,b'0020912',1,1.0
0,b'0020913',36,9.0
0,b'0020915',18,4.0
0,b'0020919',156,10.0
0,b'0020921',155,10.0
0,b'0020925',32,4.0
0,b'0020935',106,11.0
0,b'0020937',157,10.0
0,b'0020938',6,1.0
0,b'0020956',2,2.0
0,b'0020961',158,11.0
0,b'0020962',156,10.0
0,b'0020964',15,8.0
0,b'0020966',163,11.0
0,b'0020973',155,10.0
0,b'0020974',55,4.0
0,b'0020980',157,10.0
0,b'0020984',61,4.0
0,b'0020987',32,8.0
0,b'0020993',13,4.0
0,b'0021004',97,10.0
0,b'0021006',49,8.0
0,b'0021013',39,3.0
0,b'0021021',26,4.0
0,b'0021022',157,10.0
0,b'0021031',148,11.0
0,b'0021034',37,3.0
0,b'0021039',159,11.0
0,b'0021044',156,10.0
0,b'0021050',1,1.0
0,b'0021055',156,10.0
0,b'0021056',20,2.0
0,b'0021063',15,3.0
0,b'0021064',157,10.0
0,b'0021071',157,10.0
0,b'0021074',1,1.0
0,b'0021088',94,10.0
0,b'0021089',318,23.0
0,b'0021092',1,1.0
0,b'0021098',153,10.0
0,b'0021101',155,10.0
0,b'0021107',24,5.0
0,b'0021109',21,2.0
0,b'0021116',94,10.0
0,b'0021117',1,1.0
0,b'0021122',14,3.0
0,b'0021123',1,1.0
0,b'0021126',161,11.0
0,b'0021127',50,8.0
0,b'0021135',10,2.0
0,b'0021138',156,10.0
0,b'0021141',156,10.0
0,b'0021145',155,10.0
0,b'0021147',48,8.0
0,b'0021149',1,1.0
0,b'0021152',156,10.0
0,b'0021166',143,11.0
0,b'0021168',159,11.0
0,b'0021171',156,10.0
0,b'0021173',61,4.0
0,b'0021177',9,2.0
0,b'0021188',24,3.0
0,b'0021195',58,4.0
0,b'0021197',157,10.0
0,b'0021199',51,8.0
0,b'0021202',153,11.0
0,b'0021213',156,10.0
0,b'0021216',160,11.0
0,b'0021220',155,10.0
0,b'0021224',165,11.0
0,b'0021229',5,1.0
0,b'0021232',157,10.0
0,b'0021233',102,10.0
0,b'0021236',98,10.0
0,b'0021239',19,1.0
0,b'0021240',156,10.0
0,b'0021242',156,10.0
0,b'0021257',142,11.0
0,b'0021258',58,4.0
0,b'0021263',157,10.0
0,b'0021264',4,2.0
0,b'0021265',69,5.0
0,b'0021266',158,11.0
0,b'0021273',157,10.0
0,b'0021274',37,4.0
0,b'0021275',153,10.0
0,b'0021280',32,8.0
0,b'0021285',156,10.0
0,b'0021286',1,1.0
0,b'0021292',133,10.0
0,b'0021299',41,8.0
0,b'0021301',57,4.0
0,b'0021308',155,10.0
0,b'0021311',56,4.0
0,b'0021313',23,3.0
0,b'0021320',157,10.0
0,b'0021327',56,4.0
0,b'0021336',56,4.0
0,b'0021350',36,3.0
0,b'0021357',74,5.0
0,b'0021360',2,2.0
0,b'0021362',1,1.0
0,b'0021363',157,10.0
0,b'0021368',160,11.0
0,b'0021372',116,11.0
0,b'0021388',20,1.0
0,b'0021391',9,4.0
0,b'0021394',155,10.0
0,b'0021396',157,10.0
0,b'0021401',156,10.0
0,b'0021402',156,10.0
0,b'0021405',94,9.0
0,b'0021407',154,10.0
0,b'0021410',22,7.0
0,b'0021413',94,10.0
0,b'0021417',21,2.0
0,b'0021423',32,8.0
0,b'0021424',22,4.0
0,b'0021427',24,4.0
0,b'0021430',157,10.0
0,b'0021437',98,10.0
0,b'0021441',116,11.0
0,b'0021442',85,9.0
0,b'0021448',60,10.0
0,b'0021450',18,1.0
0,b'0021458',149,11.0
0,b'0021459',23,6.0
0,b'0021461',51,13.0
0,b'0021462',53,4.0
0,b'0021464',54,4.0
0,b'0021465',158,11.0
0,b'0021467',1,1.0
0,b'0021468',157,10.0
0,b'0021469',1,1.0
0,b'0021471',153,12.0
0,b'0021475',3,3.0
0,b'0021482',146,10.0
0,b'0021493',9,3.0
0,b'0021500',3,3.0
0,b'0021502',1,1.0
0,b'0021509',151,10.0
0,b'0021510',101,7.0
0,b'0021513',16,3.0
0,b'0021516',56,4.0
0,b'0021522',85,6.0
0,b'0021523',155,10.0
0,b'0021525',46,9.0
0,b'0021526',31,2.0
0,b'0021528',154,10.0
0,b'0021530',8,4.0
0,b'0021531',157,10.0
0,b'0021536',156,10.0
0,b'0021549',96,10.0
0,b'0021552',13,2.0
0,b'0021563',1,1.0
0,b'0021569',156,10.0
0,b'0021572',57,4.0
0,b'0021575',10,5.0
0,b'0021586',17,4.0
0,b'0021590',159,11.0
0,b'0021601',57,4.0
0,b'0021602',1,1.0
0,b'0021619',7,2.0
0,b'0021623',89,6.0
0,b'0021624',51,8.0
0,b'0021627',39,8.0
0,b'0021644',38,8.0
0,b'0021646',155,10.0
0,b'0021647',159,12.0
0,b'0021651',156,10.0
0,b'0021656',402,29.0
0,b'0021658',34,2.0
0,b'0021665',31,8.0
0,b'0021668',3,3.0
0,b'0021670',156,10.0
0,b'0021681',157,10.0
0,b'0021683',160,11.0
0,b'0021687',16,2.0
0,b'0021688',109,10.0
0,b'0021691',153,10.0
0,b'0021697',161,11.0
0,b'0021699',111,8.0
0,b'0021700',60,4.0
0,b'0021701',25,3.0
0,b'0021707',159,11.0
0,b'0021709',155,10.0
0,b'0021711',156,10.0
0,b'0021717',7,4.0
0,b'0021720',7,1.0
0,b'0021723',17,1.0
0,b'0021728',42,8.0
0,b'0021732',94,10.0
0,b'0021736',39,10.0
0,b'0021740',18,1.0
0,b'0021742',106,7.0
0,b'0021749',85,9.0
0,b'0021750',169,12.0
